EstablecimientoCodigo;EstablecimientoGlosa;TipoEstablecimientoGlosa;TipoSistemaSaludGlosa;DependenciaAdministrativa;NivelAtencionEstabglosa;RegionGlosa;ComunaGlosa;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa
106422;Centro Comunitario de Salud Familiar Lo Gallardo;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Valparaíso;San Antonio;Baja Complejidad;Atención Abierta-Ambulatoria
114321;Centro de Salud Familiar Cardenal Silva Henríquez;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Puente Alto;Baja Complejidad;Atención Abierta-Ambulatoria
114821;SAPU Cardenal Silva Henríquez de Puente Alto;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;Puente Alto;Baja Complejidad;Atención Abierta-Ambulatoria
114826;SAPU Karol Wojtyla;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;Puente Alto;Baja Complejidad;Atención Abierta-Ambulatoria
114326;Centro de Salud Familiar Karol Wojtyla;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Puente Alto;Baja Complejidad;Atención Abierta-Ambulatoria
113334;Centro de Salud Familiar Los Bajos de San Agustín;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Calera de Tango;Baja Complejidad;Atención Abierta-Ambulatoria
200967;SUR Los Bajos de San Agustín;Servicio de Urgencia Rural (SUR);Público;Municipal;Primario;Región Metropolitana de Santiago;Calera de Tango;Baja Complejidad;Atención Abierta-Ambulatoria
114312;Centro de Salud Familiar San Gerónimo;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Puente Alto;Baja Complejidad;Atención Abierta-Ambulatoria
114812;SAPU San Gerónimo;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;Puente Alto;Baja Complejidad;Atención Abierta-Ambulatoria
114401;Posta de Salud Rural Puntilla;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región Metropolitana de Santiago;Pirque;Baja Complejidad;Atención Abierta-Ambulatoria
200375;Centro Especialidades Primarias San Lazaro;Centro de Referencia de Salud (CRS);Público;Municipal;Secundario;Región Metropolitana de Santiago;Puente Alto;Mediana Complejidad;Atención Abierta-Ambulatoria
106729;Centro Comunitario de Salud Familiar Tejas Verdes;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Valparaíso;San Antonio;Baja Complejidad;Atención Abierta-Ambulatoria
114613;COSAM CEIF Centro;Centro Comunitario de Salud Mental  (COSAM);Público;Municipal;Secundario;Región Metropolitana de Santiago;Puente Alto;Mediana Complejidad;Atención Abierta-Ambulatoria
200282;Centro de Referencia de Salud Hospital Provincia Cordillera;Centro de Referencia de Salud (CRS);Público;Servicio de Salud;Secundario;Región Metropolitana de Santiago;Puente Alto;Baja Complejidad;Atención Cerrada-Hospitalaria
113828;SAPU Padre Joan Alsina;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;San Bernardo;Baja Complejidad;Atención Abierta-Ambulatoria
113328;Centro de Salud Familiar Padre Joan Alsina;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;San Bernardo;Baja Complejidad;Atención Abierta-Ambulatoria
114611;COSAM Puente Alto;Centro Comunitario de Salud Mental  (COSAM);Público;Municipal;Secundario;Región Metropolitana de Santiago;Puente Alto;Mediana Complejidad;Atención Abierta-Ambulatoria
106420;Posta de Salud Rural Leyda;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Valparaíso;San Antonio;Baja Complejidad;Atención Abierta-Ambulatoria
114313;Centro de Salud Familiar Vista Hermosa;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Puente Alto;Baja Complejidad;Atención Abierta-Ambulatoria
200122;SAPU Dr. Fernando Monckeberg;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;Peñaflor;Baja Complejidad;Atención Abierta-Ambulatoria
110140;Hospital de Peñaflor;Hospital;Público;Servicio de Salud;Terciario;Región Metropolitana de Santiago;Peñaflor;Mediana Complejidad;Atención Cerrada-Hospitalaria
110369;Centro de Salud Familiar Dr. Fernando Monckeberg;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Peñaflor;Baja Complejidad;Atención Abierta-Ambulatoria
106829;SAR Nestor Fernández Thomas;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región de Valparaíso;San Antonio;Baja Complejidad;Atención Abierta-Ambulatoria
106329;Centro de Salud Familiar Néstor Fernández Thomas;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Valparaíso;San Antonio;Baja Complejidad;Atención Abierta-Ambulatoria
110308;Centro de Salud Familiar Peñaflor;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Peñaflor;Baja Complejidad;Atención Abierta-Ambulatoria
200130;SAPU Peñaflor;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;Peñaflor;Baja Complejidad;Atención Abierta-Ambulatoria
114301;Centro de Salud Familiar Dr. Alejandro del Río;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Puente Alto;Baja Complejidad;Atención Abierta-Ambulatoria
114801;SAPU Dr. Alejandro del Río;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;Puente Alto;Baja Complejidad;Atención Abierta-Ambulatoria
110624;COSAM Peñaflor;Centro Comunitario de Salud Mental  (COSAM);Público;Municipal;Secundario;Región Metropolitana de Santiago;Peñaflor;Mediana Complejidad;Atención Abierta-Ambulatoria
200377;Centro Comunitario de Salud Familiar Las Hortensias;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región Metropolitana de Santiago;San Bernardo;Baja Complejidad;Atención Abierta-Ambulatoria
106319;Centro de Salud Familiar Barrancas;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Valparaíso;San Antonio;Baja Complejidad;Atención Abierta-Ambulatoria
200106;SAPU Barrancas;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de Valparaíso;San Antonio;Baja Complejidad;Atención Abierta-Ambulatoria
113830;SAPU Raúl Brañes F.;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;San Bernardo;Baja Complejidad;Atención Abierta-Ambulatoria
113330;Centro de Salud Familiar Raúl Brañes F.;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;San Bernardo;Baja Complejidad;Atención Abierta-Ambulatoria
106260;Consultorio Prefectura de Carabineros San Antonio;Centro de Salud Privado;Fuerzas Armadas y de Orden;Fuerzas Armadas y de Orden (FFAA);Secundario;Región de Valparaíso;San Antonio;Baja Complejidad;Atención Abierta-Ambulatoria
113313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;San Bernardo;Baja Complejidad;Atención Abierta-Ambulatoria
106333;Centro de Salud Familiar 30 de Marzo;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Valparaíso;San Antonio;Baja Complejidad;Atención Abierta-Ambulatoria
113813;SAPU Raúl Cuevas (Ex San Bernardo);Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;San Bernardo;Baja Complejidad;Atención Abierta-Ambulatoria
114407;Posta de Salud Rural Las Vertientes;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región Metropolitana de Santiago;San José de Maipo;Baja Complejidad;Atención Abierta-Ambulatoria
114332;Centro de Salud Familiar Laurita Vicuña;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Puente Alto;Baja Complejidad;Atención Abierta-Ambulatoria
113394;Centro de Salud Familiar El Manzano;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;San Bernardo;Baja Complejidad;Atención Abierta-Ambulatoria
113339;COSAM San Bernardo;Centro Comunitario de Salud Mental  (COSAM);Público;Municipal;Secundario;Región Metropolitana de Santiago;San Bernardo;Mediana Complejidad;Atención Abierta-Ambulatoria
113315;Centro de Salud Familiar Confraternidad;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;San Bernardo;Baja Complejidad;Atención Abierta-Ambulatoria
113815;SAPU Confraternidad;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;San Bernardo;Baja Complejidad;Atención Abierta-Ambulatoria
106314;Centro de Salud Familiar San Antonio;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Valparaíso;San Antonio;Baja Complejidad;Atención Abierta-Ambulatoria
114311;Centro de Salud Familiar Santiago de Nueva Extremadura;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Pintana;Baja Complejidad;Atención Abierta-Ambulatoria
114811;SAPU Santiago de Nueva Extremadura;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;La Pintana;Baja Complejidad;Atención Abierta-Ambulatoria
200468;COSAM CEIF Puente Alto Norte;Centro Comunitario de Salud Mental  (COSAM);Público;Municipal;Secundario;Región Metropolitana de Santiago;Puente Alto;Mediana Complejidad;Atención Abierta-Ambulatoria
106103;Hospital Claudio Vicuña (San Antonio);Hospital;Público;Servicio de Salud;Terciario;Región de Valparaíso;San Antonio;Alta Complejidad;Atención Cerrada-Hospitalaria
114318;Centro de Salud Familiar Flor Fernández;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Pintana;Baja Complejidad;Atención Abierta-Ambulatoria
113832;SAPU Juan Pablo II;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;San Bernardo;Baja Complejidad;Atención Abierta-Ambulatoria
113332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;San Bernardo;Baja Complejidad;Atención Abierta-Ambulatoria
113180;Hospital El Pino (Santiago, San Bernardo);Hospital;Público;Servicio de Salud;Terciario;Región Metropolitana de Santiago;San Bernardo;Alta Complejidad;Atención Cerrada-Hospitalaria
114320;Centro de Salud Familiar Bernardo Leighton;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Puente Alto;Baja Complejidad;Atención Abierta-Ambulatoria
114822;SAR Padre Manuel Villaseca;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región Metropolitana de Santiago;Puente Alto;Baja Complejidad;Atención Abierta-Ambulatoria
114820;SAPU Bernardo Leighton;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;Puente Alto;Baja Complejidad;Atención Abierta-Ambulatoria
114322;Centro de Salud Familiar Padre Manuel Villaseca;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Puente Alto;Baja Complejidad;Atención Abierta-Ambulatoria
114609;COSAM La Pintana;Centro Comunitario de Salud Mental  (COSAM);Público;Municipal;Secundario;Región Metropolitana de Santiago;La Pintana;Mediana Complejidad;Atención Abierta-Ambulatoria
113323;Centro de Salud Familiar Dr. Mario Salcedo;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;El Bosque;Baja Complejidad;Atención Abierta-Ambulatoria
114808;SAPU San Rafael;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;La Pintana;Baja Complejidad;Atención Abierta-Ambulatoria
114308;Centro de Salud Familiar San Rafael;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Pintana;Baja Complejidad;Atención Abierta-Ambulatoria
113170;Hospital Psiquiátrico El Peral (Santiago, Puente Alto);Hospital;Público;Servicio de Salud;Terciario;Región Metropolitana de Santiago;Puente Alto;Mediana Complejidad;Atención Cerrada-Hospitalaria
106736;Centro Comunitario de Salud Familiar Cerro Alegre;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Valparaíso;San Antonio;Baja Complejidad;Atención Abierta-Ambulatoria
113329;Centro de Salud Familiar Canciller Orlando Letelier;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;El Bosque;Baja Complejidad;Atención Abierta-Ambulatoria
114101;Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto);Hospital;Público;Servicio de Salud;Terciario;Región Metropolitana de Santiago;Puente Alto;Alta Complejidad;Atención Cerrada-Hospitalaria
114030;Unidad de Salud FuncionarioS.S Metropolitano Sur Oriente;Unidad de Salud Funcionarios;Público;Servicio de Salud;Secundario;Región Metropolitana de Santiago;Puente Alto;Baja Complejidad;Atención Abierta-Ambulatoria
114010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Sur Oriente);Dirección Servicio de Salud;Público;Servicio de Salud;No Aplica;Región Metropolitana de Santiago;Puente Alto;Baja Complejidad;Atención Abierta-Ambulatoria
114011;PRAIS (S.S Metropolitano Sur Oriente);Programa de Reparación y Atención Integral de Salud (PRAIS);Público;Servicio de Salud;No Aplica;Región Metropolitana de Santiago;Puente Alto;Baja Complejidad;Atención Abierta-Ambulatoria
114309;Centro de Salud Familiar Pablo de Rokha;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Pintana;Baja Complejidad;Atención Abierta-Ambulatoria
114809;SAPU Pablo de Rokha;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;La Pintana;Baja Complejidad;Atención Abierta-Ambulatoria
113316;Centro de Salud Familiar Carol Urzúa;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;San Bernardo;Baja Complejidad;Atención Abierta-Ambulatoria
113829;SAR Eugenia Muñoz Dalmatín;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región Metropolitana de Santiago;San Bernardo;Baja Complejidad;Atención Abierta-Ambulatoria
113324;Centro de Salud Familiar Dra. Haydeé López Casoou;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;El Bosque;Baja Complejidad;Atención Abierta-Ambulatoria
113823;SAR Haydee López;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región Metropolitana de Santiago;El Bosque;Baja Complejidad;Atención Abierta-Ambulatoria
110366;Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Padre Hurtado;Baja Complejidad;Atención Abierta-Ambulatoria
110455;Posta de Salud Rural Pabellón;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región Metropolitana de Santiago;Melipilla;Baja Complejidad;Atención Abierta-Ambulatoria
110445;Posta de Salud Rural Pahuilmo;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región Metropolitana de Santiago;Melipilla;Baja Complejidad;Atención Abierta-Ambulatoria
113337;COSAM El Bosque;Centro Comunitario de Salud Mental  (COSAM);Público;Municipal;Secundario;Región Metropolitana de Santiago;El Bosque;Mediana Complejidad;Atención Abierta-Ambulatoria
200107;SAPU Diputado Manuel Bustos Huerta;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de Valparaíso;San Antonio;Baja Complejidad;Atención Abierta-Ambulatoria
106336;Centro de Salud Familiar Diputado Manuel Bustos Huerta;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Valparaíso;San Antonio;Baja Complejidad;Atención Abierta-Ambulatoria
110867;SAPU Santa Rosa de Chena;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;Padre Hurtado;Baja Complejidad;Atención Abierta-Ambulatoria
114319;Centro de Salud Familiar El Roble;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Pintana;Baja Complejidad;Atención Abierta-Ambulatoria
114819;SAPU El Roble;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;La Pintana;Baja Complejidad;Atención Abierta-Ambulatoria
113716;Centro Comunitario de Salud Familiar Rapa Nui;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región Metropolitana de Santiago;San Bernardo;Baja Complejidad;Atención Abierta-Ambulatoria
200962;Centro Comunitario de Salud Familiar Los Sauces;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región Metropolitana de Santiago;El Bosque;Baja Complejidad;Atención Abierta-Ambulatoria
113314;Centro de Salud Familiar Cóndores de Chile;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;El Bosque;Baja Complejidad;Atención Abierta-Ambulatoria
114805;SAPU Los Quillayes;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
114316;Centro de Salud Familiar Dr. Fernando Maffioletti;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
114305;Centro de Salud Familiar Los Quillayes;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
114816;SAPU Dr. Fernando Maffioletti;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
113812;SAPU Dr. Carlos Lorca;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;El Bosque;Baja Complejidad;Atención Abierta-Ambulatoria
114206;Centro de Rehabilitación Capredena;Centro de Salud Privado;Fuerzas Armadas y de Orden;Fuerzas Armadas y de Orden (FFAA);Secundario;Región Metropolitana de Santiago;La Florida;Mediana Complejidad;Atención Cerrada-Hospitalaria
114334;Centro de Salud Familiar José Alvo;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
200144;SAPU José Alvo;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
114317;Centro de Salud Familiar Santo Tomás;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Pintana;Baja Complejidad;Atención Abierta-Ambulatoria
114817;SAPU Santo Tomás;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;La Pintana;Baja Complejidad;Atención Abierta-Ambulatoria
113312;Centro de Salud Familiar Dr. Carlos Lorca Tobar;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;El Bosque;Baja Complejidad;Atención Abierta-Ambulatoria
114610;COSAM La Florida;Centro Comunitario de Salud Mental  (COSAM);Público;Municipal;Secundario;Región Metropolitana de Santiago;La Florida;Mediana Complejidad;Atención Abierta-Ambulatoria
114103;Hospital Padre Alberto Hurtado (San Ramón);Hospital;Público;Servicio de Salud;Terciario;Región Metropolitana de Santiago;San Ramón;Alta Complejidad;Atención Cerrada-Hospitalaria
113317;Centro de Salud Familiar Santa Laura;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;El Bosque;Baja Complejidad;Atención Abierta-Ambulatoria
114325;Centro de Salud Familiar Granja Sur;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Granja;Baja Complejidad;Atención Abierta-Ambulatoria
114828;SAPU Poetisa Gabriela Mistral;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;San Ramón;Baja Complejidad;Atención Abierta-Ambulatoria
114825;SAPU Granja Sur;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;La Granja;Baja Complejidad;Atención Abierta-Ambulatoria
114328;Centro de Salud Familiar Poetisa Gabriela Mistral;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;San Ramón;Baja Complejidad;Atención Abierta-Ambulatoria
113814;SAPU Cóndores de Chile;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;El Bosque;Baja Complejidad;Atención Abierta-Ambulatoria
200643;Centro Comunitario de Salud Familiar Los Bosquinos;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región Metropolitana de Santiago;Maipú;Baja Complejidad;Atención Abierta-Ambulatoria
114606;COSAM La Bandera;Centro Comunitario de Salud Mental  (COSAM);Público;Municipal;Secundario;Región Metropolitana de Santiago;San Ramón;Mediana Complejidad;Atención Abierta-Ambulatoria
114330;Centro de Salud Familiar Trinidad;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
200051;SAPU Trinidad;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
106826;SAPU Cartagena;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de Valparaíso;Cartagena;Baja Complejidad;Atención Abierta-Ambulatoria
106326;Centro de Salud Familiar Cartagena;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Valparaíso;Cartagena;Baja Complejidad;Atención Abierta-Ambulatoria
200010;SAPU Santa Laura;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;El Bosque;Baja Complejidad;Atención Abierta-Ambulatoria
113717;Centro Comunitario de Salud Familiar Santa Laura;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región Metropolitana de Santiago;El Bosque;Baja Complejidad;Atención Abierta-Ambulatoria
114706;Centro Comunitario de Salud Familiar Millalemu;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región Metropolitana de Santiago;La Granja;Baja Complejidad;Atención Abierta-Ambulatoria
106421;Posta de Salud Rural El Turco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Valparaíso;Cartagena;Baja Complejidad;Atención Abierta-Ambulatoria
114307;Centro de Salud Familiar La Bandera;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;San Ramón;Baja Complejidad;Atención Abierta-Ambulatoria
114324;Centro de Salud Familiar Santa Amalia;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
114824;SAPU Santa Amalia;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
111704;Centro Comunitario de Salud Familiar Futramapu;Centro Comunitario de Salud Familiar (CECOSF);Público;Servicio de Salud;Primario;Región Metropolitana de Santiago;Maipú;Baja Complejidad;Atención Abierta-Ambulatoria
113826;SAPU Eduardo Frei Montalva;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;La Cisterna;Baja Complejidad;Atención Abierta-Ambulatoria
113326;Centro de Salud Familiar Eduardo Frei Montalva;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Cisterna;Baja Complejidad;Atención Abierta-Ambulatoria
114608;COSAM La Granja;Centro Comunitario de Salud Mental  (COSAM);Público;Municipal;Secundario;Región Metropolitana de Santiago;La Granja;Mediana Complejidad;Atención Abierta-Ambulatoria
114796;Centro Comunitario de Salud Familiar San Gregorio;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región Metropolitana de Santiago;La Granja;Baja Complejidad;Atención Abierta-Ambulatoria
114814;SAPU San Ramón;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;San Ramón;Baja Complejidad;Atención Abierta-Ambulatoria
114314;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;San Ramón;Baja Complejidad;Atención Abierta-Ambulatoria
114806;SAPU La Granja;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;La Granja;Baja Complejidad;Atención Abierta-Ambulatoria
114306;Centro de Salud Familiar La Granja;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Granja;Baja Complejidad;Atención Abierta-Ambulatoria
114607;COSAM La Rinconada;Centro Comunitario de Salud Mental  (COSAM);Público;Municipal;Secundario;Región Metropolitana de Santiago;San Ramón;Mediana Complejidad;Atención Abierta-Ambulatoria
111780;Centro Comunitario de Salud Familiar Europa;Centro Comunitario de Salud Familiar (CECOSF);Público;Servicio de Salud;Primario;Región Metropolitana de Santiago;Maipú;Baja Complejidad;Atención Abierta-Ambulatoria
113256;Consultorio Prefectura Sur;Centro de Salud Privado;Fuerzas Armadas y de Orden;Fuerzas Armadas y de Orden (FFAA);Secundario;Región Metropolitana de Santiago;La Cisterna;Baja Complejidad;Atención Abierta-Ambulatoria
200475;Centro Comunitario de Salud Familiar Las Lomas;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
113396;Centro de Salud Familiar Pueblo Lo Espejo;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Lo Espejo;Baja Complejidad;Atención Abierta-Ambulatoria
200360;Centro Comunitario de Salud Familiar Eduardo Frei Montalva;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región Metropolitana de Santiago;La Cisterna;Baja Complejidad;Atención Abierta-Ambulatoria
106406;Posta de Salud Rural Lo Zárate;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Valparaíso;Cartagena;Baja Complejidad;Atención Abierta-Ambulatoria
114804;SAPU Villa O'Higgins;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
114304;Centro de Salud Familiar Villa O'Higgins;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
113311;Centro de Salud Familiar Santa Anselma;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Cisterna;Baja Complejidad;Atención Abierta-Ambulatoria
111380;Centro de Salud Familiar Dr. Carlos Godoy;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Maipú;Baja Complejidad;Atención Abierta-Ambulatoria
