EstablecimientoCodigo;EstablecimientoGlosa;TipoEstablecimientoGlosa;TipoSistemaSaludGlosa;DependenciaAdministrativa;NivelAtencionEstabglosa;RegionGlosa;ComunaGlosa;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa
121517;Posta de Salud Rural Matte y Sánchez;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Carahue;Baja Complejidad;Atención Abierta-Ambulatoria
121518;Posta de Salud Rural Hueñalihuén;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Carahue;Baja Complejidad;Atención Abierta-Ambulatoria
200459;SAR Lautaro;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región de La Araucanía;Lautaro;Baja Complejidad;Atención Abierta-Ambulatoria
121471;Posta de Salud Rural Dollinco (Lautaro);Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lautaro;Baja Complejidad;Atención Abierta-Ambulatoria
121483;Posta de Salud Rural Santa Carolina;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Galvarino;Baja Complejidad;Atención Abierta-Ambulatoria
121789;Centro Comunitario de Salud Familiar Dr. Maximino Beltran Mora;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de La Araucanía;Lautaro;Baja Complejidad;Atención Abierta-Ambulatoria
129443;Posta de Salud Rural La Tepa;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Curacautín;Baja Complejidad;Atención Abierta-Ambulatoria
121497;Posta de Salud Rural Huentelar;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Cholchol;Baja Complejidad;Atención Abierta-Ambulatoria
121468;Posta de Salud Rural Coihueco (Lautaro);Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lautaro;Baja Complejidad;Atención Abierta-Ambulatoria
121507;Posta de Salud Rural La Cabaña;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Carahue;Baja Complejidad;Atención Abierta-Ambulatoria
121475;Posta de Salud Rural Ñereco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lautaro;Baja Complejidad;Atención Abierta-Ambulatoria
121479;Posta de Salud Rural Nilpe;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Galvarino;Baja Complejidad;Atención Abierta-Ambulatoria
129442;Posta de Salud Rural Río Blanco (Curacautín);Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Curacautín;Baja Complejidad;Atención Abierta-Ambulatoria
121481;Posta de Salud Rural Repocura;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Galvarino;Baja Complejidad;Atención Abierta-Ambulatoria
129588;Posta de Salud Rural Santa Julia;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Curacautín;Baja Complejidad;Atención Abierta-Ambulatoria
129441;Posta de Salud Rural Malalcahuello;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Curacautín;Baja Complejidad;Atención Abierta-Ambulatoria
129444;Posta de Salud Rural Santa Ana;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Curacautín;Baja Complejidad;Atención Abierta-Ambulatoria
121480;Posta de Salud Rural Ailinco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Galvarino;Baja Complejidad;Atención Abierta-Ambulatoria
121594;Posta de Salud Rural Santa Rosa;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lautaro;Baja Complejidad;Atención Abierta-Ambulatoria
121482;Posta de Salud Rural Fortín Ñielol;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Galvarino;Baja Complejidad;Atención Abierta-Ambulatoria
128422;Posta de Salud Rural Casa de Piedra;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región del Bíobío;Tirúa;Baja Complejidad;Atención Abierta-Ambulatoria
121465;Posta de Salud Rural Quillem;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Perquenco;Baja Complejidad;Atención Abierta-Ambulatoria
129447;Posta de Salud Rural Manzanar ( Curacautín );Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Curacautín;Baja Complejidad;Atención Abierta-Ambulatoria
121467;Posta de Salud Rural Pitraco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Perquenco;Baja Complejidad;Atención Abierta-Ambulatoria
121496;Posta de Salud Rural Huamaqui;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Cholchol;Baja Complejidad;Atención Abierta-Ambulatoria
129108;Hospital de Lonquimay;Hospital;Público;Servicio de Salud;;Región de La Araucanía;Lonquimay;Baja Complejidad;Atención Cerrada-Hospitalaria
129449;Posta de Salud Rural Lolén;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lonquimay;Baja Complejidad;Atención Abierta-Ambulatoria
128421;Posta de Salud Rural Alto Quilantahue;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región del Bíobío;Tirúa;Baja Complejidad;Atención Abierta-Ambulatoria
121477;Posta de Salud Rural Cuel Ñielol;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Galvarino;Baja Complejidad;Atención Abierta-Ambulatoria
129107;Hospital Dr. Oscar Hernández E.(Curacautín);Hospital;Público;Servicio de Salud;;Región de La Araucanía;Curacautín;Baja Complejidad;Atención Cerrada-Hospitalaria
129446;Posta de Salud Rural Rariruca;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Curacautín;Baja Complejidad;Atención Abierta-Ambulatoria
200941;SUR Perquenco;Servicio de Urgencia Rural (SUR);Público;Municipal;Primario;Región de La Araucanía;Perquenco;Baja Complejidad;Atención Abierta-Ambulatoria
121323;Centro de Salud Familiar  Perquenco;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Perquenco;Baja Complejidad;Atención Abierta-Ambulatoria
121111;Hospital de Galvarino;Hospital;Público;Servicio de Salud;;Región de La Araucanía;Galvarino;Baja Complejidad;Atención Cerrada-Hospitalaria
128447;Posta de Salud Rural Primer Agua;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región del Bíobío;Tirúa;Baja Complejidad;Atención Abierta-Ambulatoria
121484;Posta de Salud Rural Rucatraro;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Galvarino;Baja Complejidad;Atención Abierta-Ambulatoria
121416;Posta de Salud Rural La Piedra;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Galvarino;Baja Complejidad;Atención Abierta-Ambulatoria
129417;Posta de Salud Rural Molco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Traiguén;Baja Complejidad;Atención Abierta-Ambulatoria
128448;Posta de Salud Rural Loncotripai;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región del Bíobío;Tirúa;Baja Complejidad;Atención Abierta-Ambulatoria
129427;Posta de Salud Rural La Herradura;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lumaco;Baja Complejidad;Atención Abierta-Ambulatoria
129445;Posta de Salud Rural Radalco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Curacautín;Baja Complejidad;Atención Abierta-Ambulatoria
121561;Posta de Salud Rural Pangueco (Galvarino);Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Galvarino;Baja Complejidad;Atención Abierta-Ambulatoria
129434;Posta de Salud Rural Cullinco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Victoria;Baja Complejidad;Atención Abierta-Ambulatoria
128410;Posta de Salud Rural Isla Mocha;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región del Bíobío;Lebu;Baja Complejidad;Atención Abierta-Ambulatoria
128324;Centro de Salud Familiar Isabel Jiménez;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región del Bíobío;Tirúa;Baja Complejidad;Atención Abierta-Ambulatoria
200745;SAR Tirua;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región del Bíobío;Tirúa;Baja Complejidad;Atención Abierta-Ambulatoria
129430;Posta de Salud Rural Púa;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Victoria;Baja Complejidad;Atención Abierta-Ambulatoria
129423;Posta de Salud Rural Pichipellahuén;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lumaco;Baja Complejidad;Atención Abierta-Ambulatoria
129425;Posta de Salud Rural Manzanar ( Lumaco );Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lumaco;Baja Complejidad;Atención Abierta-Ambulatoria
129420;Posta de Salud Rural Temulemu;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Traiguén;Baja Complejidad;Atención Abierta-Ambulatoria
129424;Posta de Salud Rural Curilebu;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lumaco;Baja Complejidad;Atención Abierta-Ambulatoria
129435;Posta de Salud Rural California;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Victoria;Baja Complejidad;Atención Abierta-Ambulatoria
129431;Posta de Salud Rural Quino;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Victoria;Baja Complejidad;Atención Abierta-Ambulatoria
129436;Posta de Salud Rural Reducción Pailahueque;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Victoria;Baja Complejidad;Atención Abierta-Ambulatoria
129586;Posta de Salud Rural Didaico;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Traiguén;Baja Complejidad;Atención Abierta-Ambulatoria
129426;Posta de Salud Rural Chanco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lumaco;Baja Complejidad;Atención Abierta-Ambulatoria
129456;Posta de Salud Rural Ranquil;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lonquimay;Baja Complejidad;Atención Abierta-Ambulatoria
129455;Posta de Salud Rural Troyo;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lonquimay;Baja Complejidad;Atención Abierta-Ambulatoria
128730;Centro Comunitario de Salud Familiar Quidico;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región del Bíobío;Tirúa;Baja Complejidad;Atención Abierta-Ambulatoria
129104;Hospital Dr. Dino Stagno M.(Traiguén);Hospital;Público;Servicio de Salud;Terciario;Región de La Araucanía;Traiguén;Mediana Complejidad;Atención Cerrada-Hospitalaria
129318;Centro de Salud Familiar Victoria;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Victoria;Baja Complejidad;Atención Abierta-Ambulatoria
200175;SAR Victoria;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región de La Araucanía;Victoria;Baja Complejidad;Atención Abierta-Ambulatoria
129106;Hospital San José de Victoria;Hospital;Público;Servicio de Salud;Terciario;Región de La Araucanía;Victoria;Alta Complejidad;Atención Cerrada-Hospitalaria
200706;PAME Estadio Municipal;Puesto de Atención Médica Especializado (PAME) Incorporado por Crisis Sanitaria;Público;Servicio de Salud;Terciario;Región de La Araucanía;Victoria;Pendiente;Atención Cerrada-Hospitalaria
129718;Centro Comunitario de Salud Familiar Cons. Victoria;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de La Araucanía;Victoria;Baja Complejidad;Atención Abierta-Ambulatoria
129433;Posta de Salud Rural Rosario;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Victoria;Baja Complejidad;Atención Abierta-Ambulatoria
128427;Posta de Salud Rural Mahuilque Bajo;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región del Bíobío;Contulmo;Baja Complejidad;Atención Abierta-Ambulatoria
129705;Centro Comunitario de Salud Familiar Capitán Pastene;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de La Araucanía;Lumaco;Baja Complejidad;Atención Abierta-Ambulatoria
128428;Posta de Salud Rural Los Huapes de Aillahuampi;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región del Bíobío;Contulmo;Baja Complejidad;Atención Abierta-Ambulatoria
129105;Consultorio Lumaco;Consultorio General Rural (CGR);Público;Municipal;Primario;Región de La Araucanía;Lumaco;Baja Complejidad;Atención Abierta-Ambulatoria
128420;Posta de Salud Rural Ranquilhue;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región del Bíobío;Tirúa;Baja Complejidad;Atención Abierta-Ambulatoria
129414;Posta de Salud Rural Niblinto;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Collipulli;Baja Complejidad;Atención Abierta-Ambulatoria
129432;Centro Comunitario de Salud Familiar Pailahueque;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de La Araucanía;Ercilla;Baja Complejidad;Atención Abierta-Ambulatoria
129418;Posta de Salud Rural Quechereguas;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Traiguén;Baja Complejidad;Atención Abierta-Ambulatoria
128429;Posta de Salud Rural Huillinco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región del Bíobío;Contulmo;Baja Complejidad;Atención Abierta-Ambulatoria
129448;Posta de Salud Rural Contraco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lonquimay;Baja Complejidad;Atención Abierta-Ambulatoria
129428;Posta de Salud Rural Loncoyán;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Purén;Baja Complejidad;Atención Abierta-Ambulatoria
129416;Posta de Salud Rural Aniñir;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Traiguén;Baja Complejidad;Atención Abierta-Ambulatoria
129404;Posta de Salud Rural Cuartel Quemado;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Purén;Baja Complejidad;Atención Abierta-Ambulatoria
129438;Posta de Salud Rural Chacaico;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Ercilla;Baja Complejidad;Atención Abierta-Ambulatoria
129421;Posta de Salud Rural Quilquén;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Traiguén;Baja Complejidad;Atención Abierta-Ambulatoria
129587;Posta de Salud Rural Encinar;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Collipulli;Baja Complejidad;Atención Abierta-Ambulatoria
129406;Posta de Salud Rural El Lingue;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Purén;Baja Complejidad;Atención Abierta-Ambulatoria
129440;Posta de Salud Rural Temocuicui;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Ercilla;Baja Complejidad;Atención Abierta-Ambulatoria
129413;Posta de Salud Rural Amargo;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Collipulli;Baja Complejidad;Atención Abierta-Ambulatoria
129419;Posta de Salud Rural Santa Rosa (Los Sauces );Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Los Sauces;Baja Complejidad;Atención Abierta-Ambulatoria
129302;Consultorio  Ercilla;Consultorio General Rural (CGR);Público;Municipal;Primario;Región de La Araucanía;Ercilla;Baja Complejidad;Atención Abierta-Ambulatoria
120448;Posta de Salud Rural Ralco Lepoy;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región del Bíobío;Alto Biobío;Baja Complejidad;Atención Abierta-Ambulatoria
128416;Centro Comunitario de Salud Familiar Antiquina;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región del Bíobío;Cañete;Baja Complejidad;Atención Abierta-Ambulatoria
129439;Posta de Salud Rural Tricauco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Ercilla;Baja Complejidad;Atención Abierta-Ambulatoria
129437;Posta de Salud Rural Huitranlebu;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Purén;Baja Complejidad;Atención Abierta-Ambulatoria
129101;Hospital de Purén;Hospital;Público;Servicio de Salud;;Región de La Araucanía;Purén;Baja Complejidad;Atención Cerrada-Hospitalaria
120450;Posta de Salud Rural Malla Palmucho;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región del Bíobío;Alto Biobío;Baja Complejidad;Atención Abierta-Ambulatoria
128112;Hospital de Contulmo;Hospital;Público;Servicio de Salud;;Región del Bíobío;Contulmo;Baja Complejidad;Atención Cerrada-Hospitalaria
128425;Posta de Salud Rural Pocuno;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región del Bíobío;Cañete;Baja Complejidad;Atención Abierta-Ambulatoria
129412;Posta de Salud Rural La Batalla;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Collipulli;Baja Complejidad;Atención Abierta-Ambulatoria
129415;Posta de Salud Rural Chequenco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Ercilla;Baja Complejidad;Atención Abierta-Ambulatoria
200535;Centro Comunitario de Salud Familiar Caupolicán;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de La Araucanía;Purén;Baja Complejidad;Atención Abierta-Ambulatoria
